cap-shape,cap-surface,cap-color,gill-attachment,gill-spacing,gill-color,stem-width,stem-color,ring-type,habitat
6,3,5,0,1,10,-0.6844855547702129,6,1,0
6,3,6,0,1,11,-0.6247000226550751,6,1,0
2,3,6,0,1,10,-0.5250574691298452,7,1,0
2,8,6,0,1,10,-0.6725284483471853,7,1,0
2,3,6,0,1,11,-0.6814962781644561,7,1,0
2,8,5,0,1,11,-0.5360181500176205,6,1,0
6,8,5,0,1,10,-0.7472603634911077,7,1,0
6,8,5,0,1,10,-0.691460533516979,6,1,0
2,3,6,0,1,11,-0.4921754264665193,7,1,0
2,8,6,0,1,11,-0.7891102359717043,6,1,0
6,8,6,0,1,11,-0.6725284483471853,7,1,0
6,8,6,0,1,10,-0.7572246188436308,6,1,0
2,8,5,0,1,10,-0.6057679374852813,7,1,0
6,8,6,0,1,11,-0.8459064914810853,7,1,0
6,3,6,0,1,11,-0.7064069165457636,6,1,0
6,3,5,0,1,10,-0.6874748313759699,7,1,0
2,8,6,0,1,11,-0.6755177249529423,7,1,0
2,3,5,0,1,11,-0.7930959381127135,6,1,0
2,8,6,0,1,10,-0.7891102359717043,6,1,0
6,8,6,0,1,11,-0.5509645330464049,6,1,0
6,3,5,0,1,11,-0.6755177249529423,6,1,0
2,3,5,0,1,11,-0.6864784058407176,7,1,0
2,3,5,0,1,11,-0.5439895542996388,7,1,0
2,3,5,0,1,11,-0.7442710868853509,7,1,0
2,8,5,0,1,11,-0.7153747463630342,6,1,0
6,3,6,0,1,10,-0.7183640229687911,6,1,0
6,8,5,0,1,10,-0.6884712569112221,7,1,0
2,3,5,0,1,10,-0.610750065161543,6,1,0
6,3,5,0,1,11,-0.5758751714277124,7,1,0
2,3,6,0,1,11,-0.6755177249529423,7,1,0
6,3,5,0,1,11,-0.6645570440651669,7,1,0
6,8,6,0,1,11,-0.6665498951356715,7,1,0
2,3,5,0,1,10,-0.5629216394694325,7,1,0
2,3,5,0,1,11,-0.6366571290781027,7,1,0
6,3,6,0,1,11,-0.627689299260832,7,1,0
6,8,5,0,1,11,-0.7203568740392957,6,1,0
2,3,6,0,1,11,-0.6027786608795245,7,1,0
6,3,6,0,1,11,-0.6117464906967952,6,1,0
6,3,6,0,1,10,-0.7323139804623233,6,1,0
2,3,6,0,1,10,-0.6934533845874836,7,1,0
6,3,5,0,1,10,-0.6884712569112221,7,1,0
6,8,5,0,1,10,-0.6814962781644561,6,1,0
6,3,5,0,1,11,-0.6506070865716348,7,1,0
2,8,5,0,1,11,-0.7980780657889749,7,1,0
6,3,5,0,1,10,-0.7024212144047544,7,1,0
6,3,5,0,1,10,-0.547975256440648,7,1,0
6,8,6,0,1,10,-0.6247000226550751,6,1,0
2,8,6,0,1,10,-0.5091146605658085,6,1,0
2,3,6,0,1,11,-0.644628533360121,7,1,0
2,3,5,0,1,10,-0.8110315977472549,7,1,0
2,3,5,0,1,10,-0.5718894692867031,6,1,0
2,3,6,0,1,10,-0.6874748313759699,6,1,0
6,8,6,0,1,11,-0.7711745763371629,6,1,0
2,8,6,0,1,10,-0.4971575541427808,7,1,0
6,8,5,0,1,11,-0.7632031720551445,6,1,0
6,3,6,0,1,11,-0.7153747463630342,6,1,0
6,3,5,0,1,11,-0.6426356822896164,6,1,0
6,8,6,0,1,11,-0.7193604485040435,7,1,0
6,8,6,0,1,11,-0.6097536396262906,7,1,0
2,3,5,0,1,11,-0.5589359373284233,6,1,0
2,8,5,0,1,10,-0.6934533845874836,7,1,0
6,3,5,0,1,11,-0.5150932137773222,7,1,0
6,8,6,0,1,11,-0.6884712569112221,7,1,0
2,3,6,0,1,10,-0.6665498951356715,7,1,0
2,3,5,0,1,10,-0.6227071715845705,6,1,0
6,8,5,0,1,10,-0.7502496400968647,6,1,0
2,8,5,0,1,11,-0.6037750864147767,7,1,0
2,8,5,0,1,10,-0.6884712569112221,7,1,0
6,8,6,0,1,10,-0.5639180650046848,7,1,0
6,3,5,0,1,11,-0.7083997676162681,6,1,0
2,8,6,0,1,10,-0.6894676824464744,7,1,0
2,8,6,0,1,10,-0.7622067465198923,7,1,0
6,8,6,0,1,11,-0.7064069165457636,6,1,0
2,3,5,0,1,11,-0.6555892142478963,7,1,0
2,3,5,0,1,11,-0.6187214694435612,7,1,0
6,8,5,0,1,10,-0.5071218094953038,6,1,0
2,8,6,0,1,11,-0.5738823203572079,6,1,0
2,3,6,0,1,11,-0.6755177249529423,7,1,0
2,8,6,0,1,11,-0.6685427462061762,7,1,0
6,8,5,0,1,11,-0.5519609585816572,7,1,0
2,3,6,0,1,10,-0.614735767302552,7,1,0
6,8,6,0,1,11,-0.614735767302552,6,1,0
6,8,5,0,1,11,-0.7761567040134244,6,1,0
6,8,5,0,1,10,-0.7263354272508095,6,1,0
2,3,6,0,1,10,-0.6167286183730567,6,1,0
6,8,5,0,1,10,-0.6864784058407176,7,1,0
2,3,5,0,1,11,-0.7731674274076675,7,1,0
2,3,5,0,1,11,-0.6595749163889054,6,1,0
6,3,6,0,1,10,-0.7940923636479659,6,1,0
2,8,6,0,1,11,-0.6994319377989975,7,1,0
2,3,6,0,1,10,-0.7313175549270711,6,1,0
6,8,6,0,1,11,-0.4632790859442027,7,1,0
6,3,5,0,1,11,-0.8040566190004887,6,1,0
6,8,5,0,1,10,-0.768185299731406,6,1,0
2,3,6,0,1,10,-0.6665498951356715,7,1,0
6,8,5,0,1,10,-0.6286857247960842,6,1,0
6,8,5,0,1,11,-0.6237035971198228,6,1,0
2,8,6,0,1,11,-0.6326714269370934,7,1,0
6,3,6,0,1,10,-0.7522424911673693,7,1,0
2,3,5,0,1,10,-0.6795034270939514,6,1,0
6,8,6,0,1,11,-0.6785070015586991,6,1,0
6,3,6,0,1,11,-0.7741638529429198,7,1,0
2,3,5,0,1,10,-0.7093961931515204,7,1,0
6,3,5,0,1,11,-0.691460533516979,6,1,0
6,8,5,0,1,10,-0.7641995975903968,6,1,0
2,8,5,0,1,10,-0.7163711718982865,7,1,0
6,8,5,0,1,11,-0.7103926186867727,6,1,0
6,8,5,0,1,10,-0.7452675124206032,6,1,0
6,3,5,0,1,10,-0.6476178099658779,7,1,0
2,3,6,0,1,11,-0.7004283633342497,7,1,0
6,8,5,0,1,11,-0.7771531295486768,7,1,0
6,8,6,0,1,11,-0.7203568740392957,6,1,0
2,8,6,0,1,11,-0.6675463206709239,7,1,0
2,8,6,0,1,11,-0.6197178949788136,6,1,0
2,8,6,0,1,10,-0.7701781508019107,7,1,0
2,8,6,0,1,10,-0.701424788869502,7,1,0
6,8,6,0,1,10,-0.7382925336738371,6,1,0
6,8,5,0,1,11,-0.6785070015586991,7,1,0
6,3,6,0,1,10,-0.7103926186867727,7,1,0
2,3,5,0,1,11,-0.651603512106887,6,1,0
6,8,5,0,1,10,-0.6615677674594101,7,1,0
2,3,6,0,1,10,-0.7940923636479659,6,1,0
2,8,6,0,1,11,-0.6565856397831487,6,1,0
6,3,6,0,1,10,-0.607760788555786,7,1,0
6,3,5,0,1,11,-0.701424788869502,7,1,0
6,3,6,0,1,11,-0.6984355122637451,6,1,0
6,3,5,0,1,10,-0.7362996826033325,6,1,0
6,8,5,0,1,11,-0.6665498951356715,7,1,0
6,8,5,0,1,10,-0.6605713419241578,6,1,0
2,8,6,0,1,11,-0.6486142355011303,6,1,0
6,3,6,0,1,11,-0.7173675974335388,7,1,0
2,8,6,0,1,10,-0.8349458105933101,6,1,0
6,8,6,0,1,11,-0.6565856397831487,6,1,0
6,8,5,0,1,10,-0.8658350021861312,7,1,0
2,3,5,0,1,11,-0.6336678524723457,7,1,0
2,3,6,0,1,11,-0.6127429162320475,7,1,0
6,8,5,0,1,11,-0.7542353422378738,7,1,0
2,8,5,0,1,10,-0.5300395968061067,6,1,0
2,8,6,0,1,11,-0.6755177249529423,6,1,0
6,3,6,0,1,10,-0.7034176399400066,6,1,0
2,8,5,0,1,11,-0.7153747463630342,6,1,0
2,3,5,0,1,10,-0.6695391717414285,7,1,0
2,3,6,0,1,11,-0.5509645330464049,7,1,0
2,8,5,0,1,10,-0.7193604485040435,6,1,0
6,8,6,0,1,11,-0.610750065161543,6,1,0
6,3,6,0,1,11,-0.6247000226550751,7,1,0
6,3,6,0,1,10,-0.8628457255803744,7,1,0
2,8,6,0,1,10,-0.724342576180305,6,1,0
2,3,6,0,1,11,-0.6296821503313366,6,1,0
6,8,5,0,1,11,-0.560928788398928,7,1,0
2,3,6,0,1,10,-0.758221044378883,6,1,0
2,3,5,0,1,10,-0.5589359373284233,7,1,0
2,8,6,0,1,10,-0.557939511793171,6,1,0
6,8,5,0,1,11,-0.6316750014018412,6,1,0
2,8,6,0,1,10,-0.6525999376421394,6,1,0
6,3,5,0,1,10,-0.6007858098090199,6,1,0
2,8,6,0,1,10,-0.5928144055270015,6,1,0
2,3,6,0,1,10,-0.644628533360121,7,1,0
6,3,6,0,1,11,-0.7392889592090893,7,1,0
6,3,5,0,1,11,-0.8309601084523008,7,1,0
6,8,6,0,1,10,-0.597796533203263,7,1,0
2,3,5,0,1,11,-0.7522424911673693,6,1,0
6,8,6,0,1,10,-0.721353299574548,7,1,0
2,3,6,0,1,11,-0.5728858948219555,6,1,0
2,3,5,0,1,10,-0.5918179799917492,7,1,0
6,8,5,0,1,10,-0.6765141504881945,6,1,0
2,3,5,0,1,10,-0.557939511793171,7,1,0
2,8,5,0,1,11,-0.6486142355011303,7,1,0
2,3,6,0,1,10,-0.7970816402537226,7,1,0
2,8,6,0,1,10,-0.6585784908536532,7,1,0
6,3,5,0,1,11,-0.6336678524723457,6,1,0
2,8,5,0,1,11,-0.7482567890263601,6,1,0
6,8,6,0,1,11,-0.6416392567543641,6,1,0
6,8,5,0,1,11,-0.671532022811933,6,1,0
2,8,6,0,1,11,-0.6874748313759699,6,1,0
2,8,6,0,1,11,-0.7472603634911077,6,1,0
6,3,5,0,1,10,-0.5091146605658085,7,1,0
6,3,5,0,1,11,-0.7054104910105112,6,1,0
6,3,6,0,1,10,-0.7641995975903968,6,1,0
6,3,6,0,1,11,-0.6994319377989975,7,1,0
6,8,6,0,1,10,-0.6296821503313366,6,1,0
2,8,6,0,1,11,-0.6456249588953733,7,1,0
2,3,6,0,1,10,-0.6456249588953733,6,1,0
6,8,5,0,1,10,-0.6595749163889054,6,1,0
6,8,5,0,1,10,-0.6804998526292038,6,1,0
2,8,6,0,1,11,-0.4891861498607624,7,1,0
6,3,6,0,1,10,-0.671532022811933,7,1,0
6,3,6,0,1,10,-0.6994319377989975,7,1,0
2,8,6,0,1,10,-0.6456249588953733,7,1,0
2,3,5,0,1,10,-0.6266928737255796,6,1,0
2,8,6,0,1,11,-0.6655534696004193,7,1,0
2,3,5,0,1,11,-0.8040566190004887,6,1,0
2,8,6,0,1,11,-0.5051289584247992,7,1,0
6,3,5,0,1,10,-0.7173675974335388,7,1,0
2,3,6,0,1,10,-0.7054104910105112,6,1,0
6,8,6,0,1,11,-0.721353299574548,6,1,0
6,3,6,0,1,10,-0.5340252989471158,7,1,0
2,8,6,0,1,10,-0.6555892142478963,7,1,0
6,3,5,0,1,10,-0.6237035971198228,7,1,0
2,3,6,0,1,10,-0.6874748313759699,7,1,0
6,8,5,0,1,11,-0.6585784908536532,6,1,0
2,3,5,0,1,11,-0.6456249588953733,7,1,0
2,3,6,0,1,10,-0.6804998526292038,6,1,0
2,8,6,0,1,11,-0.6316750014018412,7,1,0
2,3,5,0,1,10,-0.7372961081385848,6,1,0
2,8,6,0,1,11,-0.7572246188436308,6,1,0
2,8,5,0,1,10,-0.6765141504881945,6,1,0
2,8,6,0,1,11,-0.6057679374852813,6,1,0
2,3,5,0,1,11,-0.6496106610363825,6,1,0
6,8,6,0,1,10,-0.6476178099658779,7,1,0
6,8,6,0,1,11,-0.6247000226550751,6,1,0
2,3,6,0,1,11,-0.6306785758665888,7,1,0
6,3,6,0,1,10,-0.7123854697572773,6,1,0
2,3,6,0,1,10,-0.6894676824464744,7,1,0
6,3,5,0,1,11,-0.5509645330464049,6,1,0
2,8,5,0,1,11,-0.4802183200434917,7,1,0
2,3,5,0,1,11,-0.7512460656321169,7,1,0
2,3,6,0,1,10,-0.6296821503313366,7,1,0
6,3,6,0,1,10,-0.5429931287643865,6,1,0
6,3,5,0,1,10,-0.7472603634911077,7,1,0
6,3,6,0,1,11,-0.671532022811933,6,1,0
2,3,5,0,1,10,-0.8339493850580578,6,1,0
2,8,5,0,1,11,-0.6775105760234469,7,1,0
2,3,6,0,1,11,-0.6625641929946624,6,1,0
2,3,6,0,1,10,-0.6386499801486072,6,1,0
6,3,6,0,1,10,-0.6366571290781027,7,1,0
2,3,5,0,1,11,-0.6047715119500291,6,1,0
2,3,6,0,1,10,-0.5190789159183313,7,1,0
6,8,5,0,1,11,-0.5828501501744785,6,1,0
2,3,5,0,1,11,-0.5669073416104418,7,1,0
2,8,6,0,1,11,-0.5150932137773222,7,1,0
6,8,6,0,1,10,-0.6834891292349606,7,1,0
6,8,5,0,1,10,-0.6535963631773917,6,1,0
6,3,6,0,1,10,-0.6675463206709239,7,1,0
2,3,6,0,1,11,-0.7592174699141353,6,1,0
2,3,5,0,1,10,-0.7861209593659474,7,1,0
6,8,5,0,1,11,-0.560928788398928,6,1,0
2,8,6,0,1,11,-0.7133818952925296,6,1,0
2,8,5,0,1,10,-0.7004283633342497,6,1,0
2,3,6,0,1,10,-0.5230646180593406,6,1,0
6,7,11,0,1,10,0.6058855133815138,6,6,0
6,7,5,1,1,10,0.3717255125972236,6,6,0
6,7,5,1,1,10,0.2969935974533012,6,6,0
6,7,1,0,1,10,-0.0597267441670216,6,6,0
6,7,5,0,1,10,0.2760686612130028,6,6,0
2,7,1,0,1,10,0.1674582778705023,6,0,0
2,7,1,1,1,10,0.3019757251295626,6,0,0
2,7,1,1,1,10,0.1046834691496074,6,0,0
6,7,5,0,1,10,0.4972751300390132,6,6,0
2,7,5,1,1,10,0.1993438949985759,6,0,0
2,7,5,1,1,10,0.3079542783410764,6,0,0
6,7,1,1,1,10,0.3338613422576362,6,6,0
6,7,5,1,1,10,0.2372080653381631,6,6,0
2,7,11,0,1,10,0.2083117248158466,6,0,0
2,7,5,1,1,10,0.0578514689927495,6,0,0
6,7,1,0,1,10,0.4823287470102285,6,5,0
6,7,5,1,1,10,0.4245360659655953,6,6,0
2,7,5,0,1,10,0.4753537682634627,6,0,0
6,7,11,0,1,10,0.5889462792822244,6,6,0
2,7,1,1,1,10,0.3089507038763287,6,0,0
2,7,11,0,1,10,0.4793394704044718,6,0,0
6,7,5,0,1,10,0.1285976819956626,6,6,0
2,7,1,1,1,10,0.0927263627265799,6,0,0
6,7,1,0,1,10,0.2292366610561447,6,6,0
2,7,5,0,1,10,0.4584145341641735,6,0,0
2,7,1,0,1,10,0.3199113847641039,6,0,0
2,7,11,0,1,10,0.5062429598562839,6,0,0
6,7,11,0,1,10,0.3757112147382327,6,6,0
2,7,11,0,1,10,0.2132938524921079,6,0,0
2,7,5,1,1,10,0.1913724907165575,6,0,0
2,7,5,1,1,10,0.3229006613698609,6,0,0
6,7,5,1,1,10,0.2830436399597689,6,6,0
6,7,5,1,1,10,0.2132938524921079,6,6,0
6,7,5,1,1,10,-0.0228589993626867,6,6,0
6,7,1,0,1,10,0.3916540233022693,6,5,0
6,7,11,0,1,10,0.3468148742159161,6,6,0
6,7,11,0,1,10,0.4165646616835768,6,6,0
2,7,5,0,1,10,0.3408363210044023,6,0,0
6,7,11,0,1,10,0.2850364910302735,6,6,0
2,7,5,1,1,10,0.51321793860305,6,0,0
2,7,11,1,1,10,0.4464574277411458,6,0,0
2,7,5,1,1,10,0.3348577677928884,6,0,0
2,7,5,1,1,10,0.4444645766706412,6,0,0
6,7,5,1,1,10,-0.0338196802504619,6,6,0
6,7,1,0,1,10,0.0957156393323367,6,6,0
6,7,5,1,1,10,0.2750722356777506,6,6,0
6,7,1,0,1,10,0.3169221081583471,6,6,0
6,7,11,1,1,10,0.3109435549468333,6,6,0
2,7,5,0,1,10,0.3358541933281407,6,0,0
6,7,5,0,1,10,0.1236155543194012,6,6,0
6,7,11,0,1,10,0.1345762352071764,6,6,0
2,7,1,1,1,10,0.1804118098287822,6,0,0
6,7,5,1,1,10,0.4683787895166966,6,6,0
6,7,5,1,1,10,0.4952822789685086,6,6,0
6,7,11,0,1,10,0.0488836391754788,6,6,0
2,7,11,0,1,10,0.2571365760432092,6,0,0
6,7,5,1,1,10,0.2372080653381631,6,6,0
2,7,11,0,1,10,0.0907335116560753,6,0,0
2,7,1,1,1,10,0.2671008313957321,6,0,0
2,7,11,0,1,10,0.1505190437712132,6,0,0
6,7,11,0,1,10,0.2920114697770396,6,6,0
2,7,11,1,1,10,0.5510821089426372,6,0,0
6,7,11,0,1,10,0.4823287470102285,6,6,0
6,7,11,0,1,10,0.3478112997511684,6,6,0
2,7,1,1,1,10,0.2611222781842183,6,0,0
2,7,5,1,1,10,0.3109435549468333,6,0,0
2,7,11,0,1,10,0.2172795546331172,6,0,0
6,7,11,0,1,10,0.3388434699338977,6,6,0
2,7,5,1,1,10,0.1744332566172684,6,0,0
6,7,1,0,1,10,0.042905085963965,6,7,0
2,7,5,1,1,10,0.1535083203769701,6,0,0
6,7,11,1,1,10,0.4085932574015585,6,6,0
2,7,11,1,1,10,0.5411178535901141,6,0,0
6,7,11,1,1,10,0.1644690012647454,6,6,0
2,7,5,0,1,10,0.3378470443986452,6,0,0
6,7,5,0,1,10,0.2083117248158466,6,6,0
2,7,5,1,1,10,0.2053224482100897,6,0,0
6,7,5,1,1,10,0.3577755551036913,6,6,0
6,7,1,1,1,10,0.1883832141108005,6,6,0
6,7,5,1,1,10,0.0498800647107311,6,6,0
6,7,5,1,1,10,0.0987049159380937,6,6,0
2,7,11,0,1,10,0.1754296821525207,6,0,0
6,7,1,0,1,10,0.4524359809526598,6,6,0
6,7,1,1,1,10,0.2282402355208924,6,5,0
6,7,11,0,1,10,0.3976325765137833,6,6,0
2,7,1,1,1,10,0.4414753000648842,6,0,0
6,7,1,1,1,10,0.233222363197154,6,6,0
6,7,11,1,1,10,0.7154923222592664,6,6,0
2,7,5,1,1,10,0.4225432148950908,6,0,0
2,7,5,1,1,10,0.5829677260707108,6,0,0
2,7,1,1,1,10,0.2392009164086679,6,0,0
6,7,11,0,1,10,0.5231821939555727,6,6,0
2,7,1,1,1,10,0.2162831290978649,6,0,0
6,7,11,1,1,10,0.3338613422576362,6,6,0
2,7,1,0,1,10,0.4075968318663061,6,0,0
2,7,11,1,1,10,-0.0148875950806683,6,0,0
2,7,11,1,1,10,0.593928406958486,6,0,0
6,7,1,1,1,10,0.2760686612130028,6,6,0
6,7,5,1,1,10,0.4454610022058937,6,6,0
2,7,5,0,1,10,0.4325074702476135,6,0,0
2,7,5,1,1,10,0.4663859384461917,6,0,0
2,7,5,0,1,10,0.2481687462259385,6,0,0
6,7,5,0,1,10,0.2571365760432092,6,6,0
2,7,5,1,1,10,0.2571365760432092,6,0,0
6,7,11,1,1,10,0.1345762352071764,6,6,0
6,7,5,1,1,10,0.3468148742159161,6,6,0
2,7,1,0,1,10,0.7164887477945188,6,0,0
2,7,5,1,1,10,0.3956397254432788,6,0,0
6,7,11,0,1,10,0.4225432148950908,6,6,0
2,7,1,0,1,10,0.2172795546331172,6,0,0
6,7,1,1,1,10,0.3866718956260081,6,5,0
6,7,5,0,1,10,0.2611222781842183,6,6,0
6,7,11,0,1,10,0.3697326615267188,6,6,0
6,7,11,1,1,10,0.6178426198045414,6,6,0
6,7,1,1,1,10,0.2401973419439201,6,5,0
6,7,11,0,1,10,0.4962787045037607,6,6,0
2,7,1,0,1,10,0.0508764902459834,6,0,0
2,7,11,1,1,10,0.3597684061741959,6,0,0
2,7,1,1,1,10,0.2401973419439201,6,0,0
6,7,5,0,1,10,0.540121428054862,6,6,0
6,7,11,1,1,10,0.536135725913853,6,6,0
2,7,11,1,1,10,0.5281643216318344,6,0,0
2,7,5,1,1,10,0.2122974269568557,6,0,0
2,7,1,1,1,10,0.2959971719180487,6,7,0
2,7,1,1,1,10,0.3109435549468333,6,0,0
6,7,11,1,1,10,0.0927263627265799,6,6,0
6,7,1,0,1,10,0.6178426198045414,6,5,0
6,7,11,0,1,10,0.2222616823093788,6,6,0
2,7,1,0,1,10,0.3069578528058241,6,0,0
6,7,5,0,1,10,0.2132938524921079,6,6,0
6,7,5,1,1,10,0.3587719806389436,6,6,0
2,7,11,0,1,10,0.1644690012647454,6,0,0
6,7,11,0,1,10,0.3378470443986452,6,6,0
2,7,5,1,1,10,0.403611129725297,6,0,0
6,7,1,0,1,10,0.4444645766706412,6,5,0
2,7,5,1,1,10,0.4942858534332562,6,0,0
2,7,1,1,1,10,-0.0198697227569298,6,0,0
6,7,1,0,1,10,0.6158497687340365,6,5,0
2,7,11,1,1,10,0.4265289170360999,6,0,0
6,7,1,0,1,10,0.3229006613698609,6,5,0
2,7,11,0,1,10,0.2571365760432092,6,0,0
6,7,5,1,1,10,0.4006218531195403,6,6,0
2,7,11,1,1,10,0.6487318113973626,6,0,0
6,7,11,0,1,10,0.1166405755726351,6,6,0
6,7,5,0,1,10,0.1216227032488965,6,6,0
2,7,11,1,1,10,0.3388434699338977,6,0,0
6,7,11,1,1,10,0.4693752150519487,6,6,0
2,7,1,0,1,10,0.5271678960965822,6,0,0
6,7,1,1,1,10,0.3517970018921775,6,5,0
2,7,5,1,1,10,0.2142902780273604,6,0,0
2,7,5,1,1,10,0.3119399804820855,6,0,0
6,7,5,1,1,10,0.6238211730160551,6,6,0
2,7,5,1,1,10,0.0618371711337586,6,0,0
2,7,11,0,1,10,0.3149292570878425,6,0,0
6,7,1,0,1,10,0.1834010864345391,6,6,0
6,7,11,1,1,10,0.4075968318663061,6,6,0
2,7,5,1,1,10,0.3288792145813746,6,0,0
2,7,1,1,1,10,0.2969935974533012,6,0,0
6,7,1,0,1,10,0.51321793860305,6,5,0
2,7,11,0,1,10,0.1963546183928189,6,0,0
6,7,5,1,1,10,0.3258899379756177,6,6,0
2,7,1,1,1,10,0.2461758951554338,6,0,0
2,7,11,0,1,10,0.2023331716043327,6,0,0
6,7,5,0,1,10,0.5809748750002063,6,6,0
2,7,5,1,1,10,0.0927263627265799,6,0,0
6,7,11,1,1,10,0.4763501937987148,6,6,0
6,7,5,1,1,10,0.3019757251295626,6,6,0
2,7,5,0,1,10,0.3458184486806637,6,0,0
6,7,11,0,1,10,-0.0786588293368154,6,6,0
2,7,5,1,1,10,0.507239385391536,6,0,0
6,7,5,1,1,10,0.1674582778705023,6,6,0
2,7,5,1,1,10,0.4663859384461917,6,0,0
6,7,1,0,1,10,0.1106620223611212,6,7,0
6,7,5,1,1,10,0.7583386202751156,6,6,0
6,7,1,0,1,10,0.5311535982375913,6,5,0
6,7,1,1,1,10,0.3119399804820855,6,5,0
6,7,5,0,1,10,0.3049650017353196,6,6,0
6,7,11,1,1,10,0.7493707904578448,6,6,0
2,7,1,1,1,10,0.6238211730160551,6,0,0
6,7,5,0,1,10,0.069808575415777,6,6,0
2,7,1,0,1,10,0.48731087468649,6,0,0
6,7,1,0,1,10,0.3846790445555035,6,6,0
2,7,11,0,1,10,0.1893796396460529,6,0,0
6,7,1,0,1,10,0.5122215130677975,6,6,0
6,7,11,0,1,10,0.206318873745342,6,6,0
6,7,11,0,1,10,0.4315110447123614,6,6,0
2,7,1,0,1,10,0.2581330015784615,6,0,0
6,7,5,0,1,10,0.3079542783410764,6,6,0
2,7,11,0,1,10,0.1345762352071764,6,0,0
2,7,11,0,1,10,0.1056798946848598,6,0,0
2,7,5,1,1,10,-0.0228589993626867,6,0,0
2,7,1,1,1,10,0.0229765752589191,6,0,0
6,7,5,0,1,10,0.1166405755726351,6,6,0
6,7,11,0,1,10,0.2132938524921079,6,6,0
2,7,11,0,1,10,0.1465333416302039,6,0,0
2,7,5,0,1,10,0.1584904480532316,6,0,0
2,7,11,0,1,10,0.4673823639814441,6,0,0
6,7,11,1,1,10,0.2830436399597689,6,6,0
6,7,1,1,1,10,0.139558362883438,6,6,0
6,7,5,0,1,10,0.32688636351087,6,6,0
6,7,1,0,1,10,0.2561401505079569,6,6,0
6,7,5,0,1,10,0.2800543633540121,6,6,0
6,7,11,1,1,10,0.540121428054862,6,6,0
6,7,11,1,1,10,-0.0019340631223883,6,6,0
6,7,11,1,1,10,0.3946432999080263,6,6,0
6,7,5,0,1,10,0.593928406958486,6,6,0
6,7,5,1,1,10,0.2132938524921079,6,6,0
6,7,11,1,1,10,0.0070337666948823,6,6,0
2,7,11,0,1,10,0.4056039807958015,6,0,0
2,7,1,0,1,10,0.3059614272705718,6,0,0
6,7,11,1,1,10,0.2023331716043327,6,6,0
2,7,5,1,1,10,0.2401973419439201,6,0,0
6,7,5,1,1,10,0.2531508739021999,6,6,0
2,7,1,0,1,10,-0.0079126163339022,6,7,0
6,7,1,0,1,10,0.2541472994374522,6,5,0
2,7,5,1,1,10,0.6676638965671563,6,0,0
6,7,1,1,1,10,0.6158497687340365,6,5,0
6,7,5,1,1,10,0.4643930873756871,6,6,0
2,7,11,1,1,10,0.2940043208475442,6,0,0
2,7,5,1,1,10,0.1614797246589884,6,0,0
2,7,5,1,1,10,0.0538657668517402,6,0,0
6,7,1,0,1,10,0.3129364060173378,6,6,0
2,7,1,1,1,10,0.233222363197154,6,0,0
6,7,1,0,1,10,0.0558586179222449,6,6,0
2,7,5,0,1,10,0.163472575729493,6,0,0
2,7,11,0,1,10,0.2382044908734154,6,0,0
6,7,1,1,1,10,0.2930078953122919,6,5,0
6,7,1,1,1,10,0.0189908731179098,6,5,0
2,7,11,0,1,10,0.1644690012647454,6,0,0
2,7,11,0,1,10,0.2461758951554338,6,0,0
6,7,11,0,1,10,0.6088747899872707,6,6,0
2,7,5,0,1,10,0.1465333416302039,6,0,0
2,7,1,1,1,10,0.3597684061741959,6,0,0
2,7,11,1,1,10,0.3468148742159161,6,0,0
6,7,1,1,1,10,0.2232581078446311,6,5,0
2,7,1,1,1,10,0.2571365760432092,6,0,0
2,7,11,1,1,10,-0.0069161907986499,6,0,0
6,7,1,1,1,10,0.0887406605855706,6,6,0
6,7,5,1,1,10,0.3059614272705718,6,6,0
2,7,11,1,1,10,0.6417568326505965,6,0,0
6,7,1,0,1,10,0.3727219381324759,6,5,0
6,7,1,1,1,10,0.5351393003786005,6,5,0
2,7,1,1,1,10,0.1116584478963735,6,0,0
6,7,5,0,1,10,0.3936468743727742,6,6,0
2,7,5,1,1,10,0.4833251725454809,6,0,0
2,7,1,1,1,10,0.3517970018921775,6,0,0
6,7,11,0,1,10,0.3139328315525903,6,6,0
6,7,11,0,1,10,0.3248935124403655,6,6,0
2,7,1,0,1,10,0.6497282369326149,6,0,0
2,7,5,1,1,10,0.3139328315525903,6,0,0
2,7,5,0,1,10,0.1943617673223143,6,0,0
6,7,5,1,1,10,0.0817656818388047,6,6,0
6,7,11,0,1,10,-0.013891169545416,6,6,0
6,7,11,0,1,10,0.1624761501942407,6,6,0
2,7,1,1,1,10,0.2132938524921079,6,0,0
6,7,5,0,1,10,0.1594868735884839,6,6,0
2,7,11,0,1,10,0.3607648317094482,6,0,0
6,7,11,1,1,10,0.0927263627265799,6,6,0
6,7,11,0,1,10,0.3109435549468333,6,6,0
6,7,11,0,1,10,0.5829677260707108,6,6,0
2,7,5,0,1,10,0.0708050009510293,6,0,0
2,7,5,0,1,10,0.203329597139585,6,0,0
2,7,11,1,1,10,0.0319444050761897,6,0,0
6,7,1,1,1,10,0.2840400654950212,6,6,0
6,7,1,1,1,10,0.0478872136402265,6,5,0
2,7,5,0,1,10,-0.0936052123655998,6,0,0
6,7,11,1,1,10,0.1654654267999977,6,6,0
6,7,1,1,1,10,0.406600406331054,6,6,0
